Week,Hemi,ROI,Label,DPFstarAbs_Mean_abs,DPFstarAbs_Mean,DPFstarAbs_Median,DPFstarAbs_Min,DPFstarAbs_5p
33,left,Sillon_Central,2,1.3900036,-1.3808742,-1.4583681,-2.5258145,-2.2068257093429566
33,left,Sillon_Temporal_superieur,3,0.9942858,-0.86601657,-0.9343125,-2.1655047,-1.908043873310089
33,left,S.Pe.C.inf.,4,0.984897,-0.89475757,-0.98451567,-2.2609246,-1.996660542488098
33,left,S.Pe.C.sup.,5,0.8203572,-0.5550517,-0.6049062,-2.1624107,-1.758056402206421
33,left,S.Po.C.,6,0.88256073,-0.7637534,-0.74232227,-2.3330584,-1.9367828667163849
33,left,Fissure_Intra_Parietale,7,1.0742024,-1.0204753,-0.9740864,-2.4101532,-2.223160970211029
33,left,Sillon_Frontal_superieur,8,0.9652546,-0.9015517,-0.91088974,-2.1467845,-1.932575762271881
33,left,Sillon_Frontal_inferieur,9,0.8993784,-0.88356733,-0.963421,-1.8714272,-1.6631338238716125
33,left,S.T.i.,10,0.38833535,0.04288531,0.013423481,-1.1712375,-0.8082462131977081
33,left,F.C.M.,11,1.1400088,-1.0636128,-1.1631814,-2.425269,-2.147502028942108
33,left,Fissure_Calcarine.,12,1.2821867,-1.1774175,-1.353921,-2.4999785,-2.326882266998291
33,left,S.F.int.,13,0.5119925,-0.49312478,-0.5316217,-1.2621222,-1.0030353367328644
33,left,S.R.inf,14,0.48628074,-0.43685487,-0.36672547,-1.3563826,-1.1698358654975891
33,left,F.Coll.,15,0.9855557,-0.80006784,-0.892314,-2.544357,-2.225959873199463
33,left,S.S.p.,16,0.64545774,-0.49151722,-0.48414463,-1.7423133,-1.4497517704963683
33,left,S.Call.,17,1.2684156,-0.9677751,-1.1258011,-2.613203,-2.474388313293457
33,left,Fissure_Parieto_Occipitale,18,1.0828319,-1.0492176,-1.1087964,-2.1345167,-1.9446642994880676
33,left,Sillon_Olfactif,19,1.1474985,-0.9169907,-1.1845113,-2.4643214,-2.26027398109436
33,left,S.Or.,20,0.5651468,-0.5237644,-0.50681734,-1.3973229,-1.2397103488445282
33,left,S.O.T.Lat.,21,0.77873796,-0.6562462,-0.67138195,-2.1354866,-1.8047971427440643
33,left,S.C.LPC.,22,0.16924018,-0.11446772,-0.15044324,-0.2797669,-0.2660367667675018
33,left,S.F.int.,23,0.698168,-0.6329603,-0.63676906,-1.7688831,-1.6046496033668518
33,left,S.F.marginal,24,0.5452777,-0.43338874,-0.42911965,-1.4638258,-1.267606258392334
33,left,S.F.Orbitaire,25,0.5162457,-0.5161701,-0.5188891,-0.9301252,-0.8813309997320176
33,left,S.Rh.,26,0.5745605,0.48170912,0.4712231,-0.5655016,-0.4180308699607849
33,left,F.I.P.sup.,27,0.9840316,-0.95029944,-0.9267716,-2.1894329,-2.044946718215942
33,left,S.Pa.sup.,28,0.36998102,-0.07451955,-0.04956105,-0.73784137,-0.7214374452829361
